id,dane_code,area,year_of_incident,amount,source_id
1,20238,RURAL,2024,1,35
2,76834,URBANA,2024,1,35
3,76109,RURAL,2024,1,35
4,76113,RURAL,2024,1,35
5,08296,URBANA,2024,1,35
6,76109,URBANA,2024,1,35
7,76622,RURAL,2024,1,35
8,08433,URBANA,2024,1,35
9,25754,URBANA,2024,1,35
10,08001,URBANA,2024,1,35
11,20400,RURAL,2024,1,35
12,25754,URBANA,2024,1,35
13,20178,RURAL,2024,1,35
14,76895,RURAL,2024,1,35
15,20013,RURAL,2024,1,35
16,08001,URBANA,2024,2,35
17,25473,URBANA,2024,1,35
18,68001,URBANA,2024,1,35
19,76233,RURAL,2024,1,35
20,76109,URBANA,2024,1,35
21,11001,URBANA,2024,1,35
22,76109,URBANA,2024,1,35
23,08560,URBANA,2024,1,35
24,25754,URBANA,2024,1,35
25,52079,RURAL,2024,1,35
26,52001,URBANA,2024,1,35
27,76109,URBANA,2024,1,35
28,11001,URBANA,2024,1,35
29,25269,URBANA,2024,1,35
30,41359,RURAL,2024,1,35
31,76895,RURAL,2024,1,35
32,08001,URBANA,2024,1,35
33,20614,RURAL,2024,1,35
34,19130,RURAL,2024,1,35
35,25740,URBANA,2024,1,35
36,20060,RURAL,2024,1,35
37,25754,URBANA,2024,1,35
38,11001,URBANA,2024,1,35
39,70508,RURAL,2024,1,35
40,25754,URBANA,2024,1,35
41,76606,RURAL,2024,1,35
42,20614,RURAL,2024,1,35
43,52435,RURAL,2024,1,35
44,19137,RURAL,2024,1,35
45,25754,URBANA,2024,1,35
46,81794,RURAL,2024,1,35
47,25754,URBANA,2024,1,35
48,08433,URBANA,2024,1,35
49,19450,RURAL,2024,1,35
50,25473,URBANA,2024,1,35
51,20614,RURAL,2024,1,35
52,08433,URBANA,2024,1,35
53,13140,RURAL,2024,1,35
54,08560,RURAL,2024,1,35
55,08758,URBANA,2024,1,35
56,08520,URBANA,2024,1,35
57,20614,URBANA,2024,1,35
58,44430,URBANA,2024,1,35
59,08001,URBANA,2024,1,35
60,76111,URBANA,2023,1,35
61,11001,URBANA,2023,1,35
62,05088,URBANA,2023,1,35
63,20400,RURAL,2023,1,35
64,25754,URBANA,2023,1,35
65,20550,RURAL,2023,1,35
66,25214,URBANA,2023,1,35
67,19110,URBANA,2023,1,35
68,13244,URBANA,2023,1,35
69,17442,RURAL,2023,1,35
70,05591,URBANA,2023,1,35
71,13244,URBANA,2023,1,35
72,25754,URBANA,2023,1,35
73,11001,URBANA,2023,1,35
74,73268,RURAL,2023,1,35
75,11001,URBANA,2023,1,35
76,73443,RURAL,2023,1,35
77,76233,URBANA,2023,1,35
78,08560,RURAL,2023,1,35
79,25754,URBANA,2023,1,35
80,76147,RURAL,2023,1,35
81,05129,RURAL,2023,2,35
82,11001,URBANA,2023,1,35
83,73275,URBANA,2023,1,35
84,25473,URBANA,2023,1,35
85,25754,RURAL,2023,1,35
86,08520,RURAL,2023,1,35
87,25214,URBANA,2023,1,35
88,11001,URBANA,2023,1,35
89,76109,RURAL,2023,1,35
90,11001,URBANA,2023,1,35
91,25430,URBANA,2023,1,35
92,19807,RURAL,2023,1,35
93,11001,URBANA,2023,1,35
94,25754,URBANA,2023,1,35
95,11001,URBANA,2023,1,35
96,20614,RURAL,2023,1,35
97,25754,URBANA,2023,1,35
98,19845,RURAL,2023,1,35
99,25473,URBANA,2023,1,35
100,25743,URBANA,2023,1,35
101,20614,RURAL,2023,1,35
102,25754,URBANA,2023,1,35
103,05376,URBANA,2023,1,35
104,05318,RURAL,2023,1,35
105,54810,RURAL,2023,1,35
106,76147,RURAL,2023,1,35
107,08001,URBANA,2023,1,35
108,54810,RURAL,2023,1,35
109,11001,URBANA,2023,1,35
110,25214,URBANA,2023,1,35
111,25754,URBANA,2023,1,35
112,25269,URBANA,2023,1,35
113,25754,URBANA,2023,1,35
114,76109,RURAL,2023,1,35
115,25754,URBANA,2023,1,35
116,76109,RURAL,2023,1,35
117,76109,URBANA,2023,1,35
118,11001,URBANA,2023,1,35
119,25572,URBANA,2023,1,35
120,76041,RURAL,2023,1,35
121,20228,RURAL,2023,1,35
122,25286,URBANA,2023,1,35
123,76890,RURAL,2023,1,35
124,20614,RURAL,2023,1,35
125,76109,RURAL,2023,1,35
126,20614,RURAL,2023,1,35
127,11001,URBANA,2023,1,35
128,70713,URBANA,2023,1,35
129,76233,RURAL,2023,1,35
130,25473,URBANA,2023,1,35
131,08433,URBANA,2023,1,35
132,76109,URBANA,2023,1,35
133,76109,RURAL,2023,1,35
134,05088,RURAL,2023,1,35
135,20250,RURAL,2023,1,35
136,08433,URBANA,2023,1,35
137,11001,URBANA,2023,1,35
138,19622,RURAL,2023,1,35
139,08433,URBANA,2023,1,35
140,08573,URBANA,2023,1,35
141,20614,RURAL,2023,1,35
142,11001,URBANA,2023,1,35
143,68307,URBANA,2023,1,35
144,05591,URBANA,2023,1,35
145,25099,URBANA,2023,1,35
146,25430,URBANA,2023,1,35
147,20517,RURAL,2023,1,35
148,05042,URBANA,2023,1,35
149,73349,RURAL,2023,1,35
150,11001,URBANA,2023,1,35
151,11001,URBANA,2023,1,35
152,20517,RURAL,2023,1,35
153,11001,URBANA,2023,1,35
154,08078,RURAL,2023,1,35
155,25430,RURAL,2023,1,35
156,11001,URBANA,2023,1,35
157,20614,RURAL,2023,1,35
158,05425,URBANA,2023,1,35
159,08001,URBANA,2023,1,35
160,11001,URBANA,2023,2,35
161,11001,URBANA,2023,1,35
162,08296,URBANA,2023,1,35
163,47030,URBANA,2023,1,35
164,18592,URBANA,2023,1,35
165,76890,RURAL,2023,1,35
166,20517,URBANA,2023,1,35
167,05318,RURAL,2023,1,35
168,20614,RURAL,2023,1,35
169,81300,RURAL,2023,1,35
170,11001,URBANA,2023,1,35
171,25572,URBANA,2023,1,35
172,25743,RURAL,2023,1,35
173,20614,RURAL,2023,1,35
174,25473,URBANA,2023,1,35
175,76109,RURAL,2023,1,35
176,05197,RURAL,2023,1,35
177,76109,RURAL,2023,1,35
178,05088,URBANA,2023,1,35
179,25214,URBANA,2023,1,35
180,25312,URBANA,2023,1,35
181,76109,URBANA,2023,1,35
182,25430,RURAL,2023,1,35
183,25740,URBANA,2023,1,35
184,76109,RURAL,2023,1,35
185,20710,RURAL,2023,1,35
186,13657,URBANA,2023,1,35
187,11001,URBANA,2023,1,35
188,08520,URBANA,2023,1,35
189,11001,URBANA,2023,1,35
190,20178,RURAL,2023,1,35
191,76109,RURAL,2023,1,35
192,11001,URBANA,2023,1,35
193,20060,URBANA,2023,1,35
194,20787,RURAL,2023,1,35
195,25269,URBANA,2023,1,35
196,20710,RURAL,2023,2,35
197,25875,RURAL,2023,1,35
198,25754,URBANA,2023,1,35
199,08001,URBANA,2023,1,35
200,05197,RURAL,2023,1,35
201,19622,RURAL,2022,1,35
202,25402,URBANA,2022,1,35
203,76233,RURAL,2022,1,35
204,47745,URBANA,2022,1,35
205,05197,RURAL,2022,1,35
206,05854,RURAL,2022,1,35
207,76109,URBANA,2022,1,35
208,76364,URBANA,2022,1,35
209,13212,URBANA,2022,1,35
210,19455,RURAL,2022,1,35
211,47570,URBANA,2022,1,35
212,76834,RURAL,2022,1,35
213,11001,URBANA,2022,1,35
214,54810,RURAL,2022,1,35
215,25290,URBANA,2022,1,35
216,05197,RURAL,2022,1,35
217,11001,URBANA,2022,1,35
218,25473,URBANA,2022,1,35
219,76109,URBANA,2022,1,35
220,11001,URBANA,2022,1,35
221,05660,RURAL,2022,1,35
222,08001,URBANA,2022,2,35
223,25718,URBANA,2022,1,35
224,25754,URBANA,2022,1,35
225,11001,URBANA,2022,1,35
226,52079,RURAL,2022,1,35
227,54810,RURAL,2022,1,35
228,19473,RURAL,2022,1,35
229,11001,URBANA,2022,1,35
230,11001,URBANA,2022,1,35
231,25183,URBANA,2022,1,35
232,11001,URBANA,2022,2,35
233,11001,URBANA,2022,1,35
234,73443,RURAL,2022,1,35
235,76890,RURAL,2022,1,35
236,25799,URBANA,2022,1,35
237,05001,URBANA,2022,1,35
238,52079,RURAL,2022,1,35
239,25430,URBANA,2022,1,35
240,54518,RURAL,2022,1,35
241,73283,URBANA,2022,1,35
242,25099,URBANA,2022,1,35
243,25817,URBANA,2022,1,35
244,68001,URBANA,2022,1,35
245,73347,URBANA,2022,1,35
246,05001,URBANA,2022,1,35
247,05001,URBANA,2022,1,35
248,25754,URBANA,2022,1,35
249,25754,URBANA,2022,1,35
250,25781,URBANA,2022,1,35
251,47570,URBANA,2022,1,35
252,25875,URBANA,2022,2,35
253,05591,RURAL,2022,1,35
254,11001,URBANA,2022,2,35
255,54498,URBANA,2022,1,35
256,54871,RURAL,2022,1,35
257,25754,URBANA,2022,1,35
258,76113,RURAL,2022,1,35
259,11001,URBANA,2022,1,35
260,25799,URBANA,2022,1,35
261,54800,RURAL,2022,1,35
262,76834,URBANA,2022,1,35
263,11001,URBANA,2022,1,35
264,15223,RURAL,2022,1,35
265,11001,URBANA,2022,1,35
266,25269,URBANA,2022,1,35
267,25754,URBANA,2022,1,35
268,25099,URBANA,2022,1,35
269,11001,URBANA,2022,1,35
270,08433,URBANA,2022,1,35
271,47551,RURAL,2022,1,35
272,54109,RURAL,2022,1,35
273,73168,URBANA,2022,1,35
274,76109,RURAL,2022,1,35
275,15572,RURAL,2022,1,35
276,76895,RURAL,2022,1,35
277,76895,RURAL,2022,1,35
278,05001,URBANA,2022,1,35
279,25473,URBANA,2022,1,35
280,05887,URBANA,2022,1,35
281,52835,URBANA,2022,1,35
282,15572,RURAL,2022,1,35
283,11001,URBANA,2022,1,35
284,25473,URBANA,2022,1,35
285,52835,RURAL,2022,1,35
286,25214,URBANA,2022,1,35
287,19300,RURAL,2022,1,35
288,11001,URBANA,2022,1,35
289,19300,RURAL,2022,1,35
290,13244,RURAL,2022,1,35
291,76109,RURAL,2022,1,35
292,54003,RURAL,2022,1,35
293,76109,URBANA,2022,1,35
294,70820,RURAL,2022,1,35
295,76109,URBANA,2022,1,35
296,68720,URBANA,2022,1,35
297,25290,URBANA,2022,1,35
298,81794,RURAL,2022,1,35
299,25754,URBANA,2022,1,35
300,19573,URBANA,2022,1,35
301,68615,RURAL,2022,1,35
302,76890,RURAL,2022,1,35
303,08001,URBANA,2022,1,35
304,11001,URBANA,2022,1,35
305,08433,URBANA,2022,1,35
306,25875,URBANA,2022,1,35
307,05790,URBANA,2022,1,35
308,20238,RURAL,2022,1,35
309,08758,URBANA,2022,1,35
310,19573,RURAL,2022,1,35
311,19473,RURAL,2022,1,35
312,19001,URBANA,2022,1,35
313,08758,URBANA,2022,1,35
314,73443,RURAL,2022,1,35
315,25312,RURAL,2022,1,35
316,25290,RURAL,2022,1,35
317,54673,URBANA,2022,1,35
318,08685,URBANA,2022,1,35
319,76109,URBANA,2022,1,35
320,05842,RURAL,2022,1,35
321,81065,RURAL,2022,1,35
322,19807,RURAL,2022,1,35
323,08296,URBANA,2022,1,35
324,19622,RURAL,2022,1,35
325,44430,URBANA,2022,1,35
326,13654,RURAL,2022,1,35
327,08001,URBANA,2022,1,35
328,19355,RURAL,2022,1,35
329,08001,URBANA,2022,1,35
330,08433,URBANA,2022,1,35
331,25320,RURAL,2022,1,35
332,11001,URBANA,2022,1,35
333,08296,URBANA,2022,1,35
334,20228,RURAL,2022,1,35
335,25740,URBANA,2022,1,35
336,73283,URBANA,2022,1,35
337,76109,RURAL,2022,1,35
338,76111,RURAL,2022,1,35
339,11001,URBANA,2022,1,35
340,08296,URBANA,2022,1,35
341,19845,RURAL,2022,1,35
342,76147,URBANA,2022,1,35
343,76670,RURAL,2022,1,35
344,08433,URBANA,2022,1,35
345,25290,URBANA,2022,1,35
346,25312,RURAL,2022,1,35
347,11001,URBANA,2022,1,35
348,19455,RURAL,2022,1,35
349,05120,RURAL,2022,1,35
350,76890,RURAL,2022,1,35
351,73001,RURAL,2022,1,35
352,20614,URBANA,2022,1,35
353,76520,RURAL,2022,1,35
354,13657,RURAL,2022,1,35
355,19100,RURAL,2022,1,35
356,20550,RURAL,2022,1,35
357,19622,RURAL,2022,1,35
358,76109,URBANA,2022,1,35
359,76109,RURAL,2022,1,35
360,25377,URBANA,2022,1,35
361,05615,URBANA,2022,1,35
362,25785,RURAL,2022,1,35
363,76895,RURAL,2022,1,35
364,08001,URBANA,2022,1,35
365,76109,RURAL,2022,1,35
366,05093,RURAL,2022,1,35
367,68307,RURAL,2022,1,35
368,76109,RURAL,2022,1,35
369,20517,URBANA,2022,1,35
370,20011,RURAL,2022,1,35
371,05854,RURAL,2022,1,35
372,05854,RURAL,2022,1,35
373,25817,URBANA,2022,1,35
374,76892,URBANA,2022,1,35
375,73671,RURAL,2022,1,35
376,05120,RURAL,2022,1,35
377,73268,RURAL,2022,1,35
378,44035,RURAL,2022,1,35
379,05315,RURAL,2022,1,35
380,25875,URBANA,2022,1,35
381,76834,URBANA,2021,1,35
382,76111,URBANA,2021,1,35
383,20614,RURAL,2021,1,35
384,05854,RURAL,2021,1,35
385,08758,URBANA,2021,1,35
386,68081,URBANA,2021,1,35
387,81300,RURAL,2021,1,35
388,08560,RURAL,2021,1,35
389,08433,URBANA,2021,1,35
390,05042,RURAL,2021,1,35
391,25320,URBANA,2021,1,35
392,76109,RURAL,2021,1,35
393,25473,URBANA,2021,1,35
394,08433,URBANA,2021,1,35
395,13657,RURAL,2021,1,35
396,81794,URBANA,2021,1,35
397,05376,RURAL,2021,1,35
398,05790,RURAL,2021,1,35
399,20550,RURAL,2021,1,35
400,25875,URBANA,2021,1,35
401,08001,URBANA,2021,1,35
402,68255,RURAL,2021,1,35
403,68615,RURAL,2021,1,35
404,81794,RURAL,2021,1,35
405,13244,RURAL,2021,1,35
406,08433,URBANA,2021,1,35
407,19392,RURAL,2021,1,35
408,54498,RURAL,2021,1,35
409,08001,URBANA,2021,1,35
410,08296,URBANA,2021,1,35
411,81065,RURAL,2021,2,35
412,05679,URBANA,2021,1,35
413,25290,URBANA,2021,1,35
414,73347,RURAL,2021,1,35
415,47258,RURAL,2021,1,35
416,81736,URBANA,2021,1,35
417,11001,URBANA,2021,1,35
418,81736,RURAL,2021,1,35
419,25473,URBANA,2021,1,35
420,19142,RURAL,2021,1,35
421,05697,URBANA,2021,1,35
422,05697,URBANA,2021,1,35
423,05541,URBANA,2021,1,35
424,25290,URBANA,2021,1,35
425,08001,URBANA,2021,1,35
426,76111,RURAL,2021,1,35
427,08001,URBANA,2021,1,35
428,19130,RURAL,2021,1,35
429,05890,RURAL,2021,1,35
430,25286,URBANA,2021,1,35
431,25099,URBANA,2021,2,35
432,08433,URBANA,2021,1,35
433,73001,RURAL,2021,1,35
434,76109,RURAL,2021,1,35
435,76109,RURAL,2021,1,35
436,08638,RURAL,2021,1,35
437,11001,URBANA,2021,1,35
438,81065,URBANA,2021,1,35
439,76109,URBANA,2021,1,35
440,54206,RURAL,2021,1,35
441,25473,URBANA,2021,2,35
442,08758,URBANA,2021,1,35
443,20011,RURAL,2021,1,35
444,08001,URBANA,2021,1,35
445,08001,URBANA,2021,1,35
446,11001,URBANA,2021,1,35
447,05761,RURAL,2021,1,35
448,11001,URBANA,2021,1,35
449,25754,URBANA,2021,1,35
450,08296,URBANA,2021,2,35
451,05318,URBANA,2021,1,35
452,19573,RURAL,2021,1,35
453,05308,RURAL,2021,1,35
454,05125,RURAL,2021,1,35
455,08433,RURAL,2021,1,35
456,68190,RURAL,2021,1,35
457,08634,RURAL,2021,1,35
458,08001,URBANA,2021,1,35
459,11001,URBANA,2021,1,35
460,25473,URBANA,2021,1,35
461,08001,URBANA,2021,1,35
462,11001,URBANA,2021,1,35
463,19573,RURAL,2021,1,35
464,08758,URBANA,2021,1,35
465,08296,URBANA,2021,1,35
466,08634,RURAL,2021,1,35
467,11001,URBANA,2021,1,35
468,19130,RURAL,2021,1,35
469,05079,RURAL,2021,1,35
470,11001,URBANA,2021,1,35
471,76520,RURAL,2021,1,35
472,81794,RURAL,2021,1,35
473,05001,URBANA,2021,1,35
474,08001,URBANA,2021,1,35
475,76233,RURAL,2021,1,35
476,19300,URBANA,2021,1,35
477,11001,URBANA,2021,1,35
478,81736,URBANA,2021,1,35
479,54250,RURAL,2021,1,35
480,11001,URBANA,2021,1,35
481,73861,URBANA,2021,1,35
482,25320,RURAL,2021,1,35
483,13430,URBANA,2021,1,35
484,54250,RURAL,2021,1,35
485,25269,RURAL,2021,1,35
486,76111,URBANA,2021,1,35
487,76109,RURAL,2021,1,35
488,25899,RURAL,2021,1,35
489,08001,URBANA,2021,1,35
490,11001,URBANA,2021,1,35
491,76111,RURAL,2021,1,35
492,05652,RURAL,2021,1,35
493,25754,URBANA,2021,1,35
494,25740,RURAL,2021,1,35
495,25754,URBANA,2021,1,35
496,76890,RURAL,2021,1,35
497,76109,URBANA,2021,1,35
498,11001,URBANA,2021,1,35
499,08433,URBANA,2021,1,35
500,05088,URBANA,2021,1,35
501,05690,URBANA,2021,1,35
502,25214,URBANA,2021,1,35
503,54250,URBANA,2021,1,35
504,11001,URBANA,2021,1,35
505,11001,URBANA,2021,1,35
506,25815,URBANA,2021,1,35
507,11001,URBANA,2021,1,35
508,81794,RURAL,2021,1,35
509,08001,URBANA,2021,1,35
510,11001,URBANA,2021,1,35
511,19698,RURAL,2021,1,35
512,11001,URBANA,2021,1,35
513,11001,URBANA,2021,2,35
514,11001,URBANA,2021,1,35
515,25290,URBANA,2021,1,35
516,25320,URBANA,2021,1,35
517,25754,URBANA,2021,1,35
518,54810,RURAL,2021,1,35
519,11001,URBANA,2021,1,35
520,05079,RURAL,2021,1,35
521,11001,URBANA,2021,1,35
522,19517,RURAL,2021,1,35
523,11001,URBANA,2021,1,35
524,76001,URBANA,2021,1,35
525,11001,URBANA,2021,1,35
526,25151,RURAL,2021,1,35
527,25754,URBANA,2021,1,35
528,76109,URBANA,2021,1,35
529,73319,RURAL,2021,1,35
530,08520,RURAL,2021,1,35
531,13052,RURAL,2021,1,35
532,20614,RURAL,2021,1,35
533,19517,RURAL,2021,1,35
534,11001,URBANA,2021,1,35
535,68001,URBANA,2021,1,35
536,25320,RURAL,2021,1,35
537,25754,URBANA,2021,1,35
538,76111,URBANA,2021,1,35
539,08001,URBANA,2021,1,35
540,25099,URBANA,2021,1,35
541,73319,RURAL,2021,1,35
542,11001,URBANA,2021,1,35
543,19573,RURAL,2021,1,35
544,70713,RURAL,2021,1,35
545,25430,URBANA,2021,1,35
546,05854,RURAL,2021,1,35
547,25214,URBANA,2021,1,35
548,25214,URBANA,2020,1,35
549,76111,RURAL,2020,1,35
550,11001,URBANA,2020,1,35
551,05652,RURAL,2020,1,35
552,25599,URBANA,2020,1,35
553,76109,URBANA,2020,1,35
554,73001,URBANA,2020,1,35
555,20011,RURAL,2020,1,35
556,05360,URBANA,2020,1,35
557,25754,URBANA,2020,1,35
558,05001,RURAL,2020,1,35
559,76109,URBANA,2020,1,35
560,05079,RURAL,2020,1,35
561,76834,URBANA,2020,1,35
562,05212,RURAL,2020,1,35
563,73001,RURAL,2020,1,35
564,11001,URBANA,2020,1,35
565,11001,URBANA,2020,1,35
566,05318,RURAL,2020,1,35
567,05129,RURAL,2020,1,35
568,05079,RURAL,2020,1,35
569,25430,URBANA,2020,1,35
570,11001,URBANA,2020,1,35
571,11001,URBANA,2020,2,35
572,81794,URBANA,2020,1,35
573,25290,URBANA,2020,1,35
574,70001,URBANA,2020,1,35
575,08001,URBANA,2020,1,35
576,05088,URBANA,2020,1,35
577,81300,RURAL,2020,1,35
578,81300,RURAL,2020,1,35
579,20178,RURAL,2020,1,35
580,25430,URBANA,2020,1,35
581,25473,URBANA,2020,1,35
582,81001,URBANA,2020,1,35
583,05001,URBANA,2020,1,35
584,05664,URBANA,2020,1,35
585,08433,URBANA,2020,1,35
586,11001,URBANA,2020,1,35
587,81794,URBANA,2020,1,35
588,81300,RURAL,2020,1,35
589,13244,RURAL,2020,1,35
590,54800,RURAL,2020,1,35
591,81300,RURAL,2020,1,35
592,05197,RURAL,2020,1,35
593,05440,RURAL,2020,1,35
594,08001,URBANA,2020,1,35
595,05148,RURAL,2020,1,35
596,13657,RURAL,2020,1,35
597,76109,URBANA,2020,1,35
598,25743,URBANA,2020,1,35
599,11001,URBANA,2020,1,35
600,11001,URBANA,2020,1,35
601,63401,URBANA,2020,1,35
602,76895,RURAL,2020,1,35
603,08001,URBANA,2020,1,35
604,13244,URBANA,2020,1,35
605,05001,URBANA,2020,1,35
606,54800,RURAL,2020,1,35
607,54398,RURAL,2020,1,35
608,11001,URBANA,2020,1,35
609,19212,URBANA,2020,1,35
610,08001,URBANA,2020,1,35
611,11001,URBANA,2020,1,35
612,25473,URBANA,2020,1,35
613,11001,URBANA,2020,1,35
614,44001,URBANA,2020,1,35
615,11001,URBANA,2020,1,35
616,05212,URBANA,2020,1,35
617,11001,URBANA,2020,1,35
618,63130,RURAL,2020,1,35
619,08001,URBANA,2020,1,35
620,25740,URBANA,2020,1,35
621,13052,URBANA,2020,1,35
622,11001,URBANA,2020,1,35
623,25572,RURAL,2020,1,35
624,05858,RURAL,2020,1,35
625,19698,RURAL,2020,1,35
626,76109,URBANA,2020,1,35
627,54206,RURAL,2020,1,35
628,81794,RURAL,2020,1,35
629,81065,RURAL,2020,1,35
630,08001,URBANA,2020,1,35
631,11001,URBANA,2020,1,35
632,54344,RURAL,2020,1,35
633,11001,URBANA,2020,1,35
634,70508,URBANA,2020,1,35
635,08296,URBANA,2020,1,35
636,11001,URBANA,2020,1,35
637,11001,URBANA,2020,1,35
638,73861,RURAL,2020,1,35
639,19845,RURAL,2020,1,35
640,11001,URBANA,2020,1,35
641,19845,URBANA,2020,1,35
642,25473,RURAL,2020,1,35
643,20001,RURAL,2020,1,35
644,08638,RURAL,2020,1,35
645,19698,RURAL,2020,1,35
646,76109,URBANA,2020,1,35
647,47555,RURAL,2020,1,35
648,05887,RURAL,2020,1,35
649,44430,RURAL,2020,1,35
650,54810,RURAL,2020,1,35
651,11001,URBANA,2020,1,35
652,11001,URBANA,2020,1,35
653,11001,URBANA,2020,1,35
654,05129,RURAL,2020,1,35
655,25754,URBANA,2020,1,35
656,05001,URBANA,2020,1,35
657,11001,URBANA,2020,1,35
658,20013,RURAL,2020,1,35
659,54800,RURAL,2020,1,35
660,11001,URBANA,2020,1,35
661,81794,RURAL,2020,1,35
662,11001,URBANA,2020,1,35
663,25312,URBANA,2020,1,35
664,11001,URBANA,2020,1,35
665,20383,RURAL,2020,1,35
666,13657,URBANA,2020,1,35
667,11001,URBANA,2020,1,35
668,76109,URBANA,2020,1,35
669,05001,URBANA,2020,1,35
670,05660,RURAL,2020,1,35
671,25754,URBANA,2020,1,35
672,11001,URBANA,2020,1,35
673,11001,URBANA,2020,1,35
674,81300,RURAL,2020,1,35
675,19256,RURAL,2020,1,35
676,44430,RURAL,2020,1,35
677,11001,URBANA,2020,1,35
678,20400,RURAL,2020,1,35
679,20570,RURAL,2020,1,35
680,11001,URBANA,2020,1,35
681,76520,RURAL,2020,1,35
682,44035,URBANA,2020,1,35
683,44001,RURAL,2020,1,35
684,08001,URBANA,2020,1,35
685,11001,URBANA,2020,1,35
686,11001,URBANA,2020,1,35
687,52001,RURAL,2020,1,35
688,11001,URBANA,2020,1,35
689,11001,URBANA,2020,1,35
690,05079,RURAL,2020,1,35
691,11001,URBANA,2020,1,35
692,81736,URBANA,2020,1,35
693,11001,URBANA,2020,1,35
694,20178,URBANA,2020,1,35
695,11001,URBANA,2020,1,35
696,25473,URBANA,2020,1,35
697,81736,URBANA,2020,1,35
698,11001,URBANA,2020,1,35
699,19548,RURAL,2020,1,35
700,11001,URBANA,2020,1,35
701,11001,URBANA,2020,2,35
702,19212,URBANA,2020,1,35
703,44420,RURAL,2020,1,35
704,19212,RURAL,2020,1,35
705,47570,URBANA,2020,1,35
706,23555,URBANA,2020,1,35
707,08001,RURAL,2020,1,35
708,11001,URBANA,2020,1,35
709,11001,URBANA,2020,1,35
710,13001,URBANA,2020,1,35
711,20400,RURAL,2020,1,35
712,81794,RURAL,2020,1,35
713,11001,URBANA,2020,1,35
714,76109,URBANA,2020,1,35
715,11001,URBANA,2020,1,35
716,13442,URBANA,2020,1,35
717,52835,RURAL,2020,1,35
718,81794,RURAL,2020,1,35
719,20011,URBANA,2020,1,35
720,20001,RURAL,2020,1,35
721,76109,URBANA,2020,1,35
722,13430,URBANA,2020,1,35
723,05308,URBANA,2020,1,35
724,11001,URBANA,2020,1,35
725,19845,RURAL,2020,1,35
726,11001,URBANA,2020,1,35
727,05761,RURAL,2020,1,35
728,20383,RURAL,2020,1,35
729,11001,URBANA,2020,1,35
730,11001,URBANA,2020,1,35
731,08638,RURAL,2020,1,35
732,81736,URBANA,2020,1,35
733,11001,URBANA,2020,1,35
734,19212,URBANA,2020,1,35
735,81065,RURAL,2020,1,35
736,11001,URBANA,2020,1,35
737,76001,URBANA,2020,1,35
738,54720,RURAL,2020,1,35
739,11001,URBANA,2020,1,35
740,11001,URBANA,2020,1,35
741,47555,URBANA,2020,1,35
742,25019,URBANA,2020,1,35
743,25290,URBANA,2020,1,35
744,05890,RURAL,2020,1,35
745,11001,URBANA,2020,1,35
746,11001,URBANA,2020,1,35
747,11001,URBANA,2020,1,35
748,05079,RURAL,2020,1,35
749,11001,URBANA,2020,1,35
750,25320,URBANA,2020,1,35
751,08001,URBANA,2020,1,35
752,25286,RURAL,2020,1,35
753,25754,RURAL,2020,1,35
754,08758,URBANA,2020,1,35
755,08001,URBANA,2020,1,35
756,11001,URBANA,2020,1,35
757,81065,RURAL,2020,1,35
758,76616,RURAL,2020,1,35
759,11001,URBANA,2020,1,35
760,20178,RURAL,2020,1,35
761,11001,URBANA,2020,1,35
762,11001,URBANA,2020,2,35
763,20178,RURAL,2020,1,35
764,11001,URBANA,2020,1,35
765,11001,URBANA,2020,1,35
766,19807,RURAL,2020,1,35
767,81794,RURAL,2020,1,35
768,11001,URBANA,2020,1,35
769,19130,RURAL,2020,1,35
770,11001,URBANA,2020,1,35
771,20001,RURAL,2020,1,35
772,11001,URBANA,2020,1,35
773,47245,RURAL,2020,1,35
774,11001,URBANA,2020,1,35
775,25430,URBANA,2020,1,35
776,20710,RURAL,2020,1,35
777,81794,RURAL,2020,1,35
778,25817,URBANA,2020,1,35
779,05088,URBANA,2020,1,35
780,05001,URBANA,2020,1,35
781,08001,URBANA,2020,1,35
782,05154,RURAL,2020,1,35
783,25430,URBANA,2020,1,35
784,81794,RURAL,2020,1,35
785,73217,URBANA,2020,1,35
786,54800,RURAL,2020,1,35
787,76892,RURAL,2020,1,35
788,11001,URBANA,2020,1,35
789,08758,URBANA,2020,1,35
790,11001,URBANA,2020,1,35
791,73055,RURAL,2020,1,35
792,11001,URBANA,2020,1,35
793,11001,URBANA,2020,1,35
794,20228,RURAL,2020,1,35
795,25430,URBANA,2020,1,35
796,76892,RURAL,2020,1,35
797,25288,URBANA,2020,1,35
798,44560,RURAL,2020,1,35
799,25754,URBANA,2020,2,35
800,73319,RURAL,2020,1,35
801,08606,RURAL,2020,1,35
802,20011,RURAL,2020,1,35
803,20621,RURAL,2020,1,35
804,76109,URBANA,2020,1,35
805,54250,RURAL,2020,1,35
806,08433,URBANA,2020,1,35
807,25019,RURAL,2020,1,35
808,81300,RURAL,2020,1,35
809,19001,URBANA,2019,1,35
810,81794,RURAL,2019,1,35
811,11001,URBANA,2019,1,35
812,81794,RURAL,2019,1,35
813,54810,RURAL,2019,1,35
814,05890,RURAL,2019,1,35
815,11001,URBANA,2019,1,35
816,20570,RURAL,2019,1,35
817,11001,URBANA,2019,1,35
818,11001,URBANA,2019,1,35
819,25754,URBANA,2019,1,35
820,25151,URBANA,2019,1,35
821,15572,RURAL,2019,1,35
822,20614,RURAL,2019,1,35
